slide_id,subject_UID,subject_organ_UID,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,compound_name_clean,compound_folder_name,ORGAN,FILE_LOCATION,CAPTURE_NO,SPECIES,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE(week),SACRIFICE_PERIOD,DOSE,DOSE_UNIT,bad_UID,findings,abnormal,HasAbnormal
10695,0241_16_5,0241_16_5_L,241,16,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/10695.svs,1/1,Rat,Single,Gavage,6,24 hr,300,mg/kg,False,"[['Increased mitosis', 'Hepatocyte', 'slight', False]]",1,1
30990,0242_01_1,0242_01_1_L,242,1,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/30990.svs,1/1,Rat,Repeat,Gavage,6,4 day,0,mg/kg,False,[],0,0
30992,0242_01_2,0242_01_2_L,242,1,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/30992.svs,1/1,Rat,Repeat,Gavage,6,4 day,0,mg/kg,False,[],0,0
30994,0242_01_3,0242_01_3_L,242,1,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/30994.svs,1/1,Rat,Repeat,Gavage,6,4 day,0,mg/kg,False,[],0,0
30997,0242_01_4,0242_01_4_L,242,1,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/30997.svs,1/1,Rat,Repeat,Gavage,6,4 day,0,mg/kg,False,[],0,0
30999,0242_01_5,0242_01_5_L,242,1,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/30999.svs,1/1,Rat,Repeat,Gavage,6,4 day,0,mg/kg,False,[],0,0
71017,0242_02_1,0242_02_1_L,242,2,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/71017.svs,1/1,Rat,Repeat,Gavage,6,8 day,0,mg/kg,False,[],0,0
31004,0242_02_2,0242_02_2_L,242,2,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31004.svs,1/1,Rat,Repeat,Gavage,6,8 day,0,mg/kg,False,[],0,0
31006,0242_02_3,0242_02_3_L,242,2,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31006.svs,1/1,Rat,Repeat,Gavage,6,8 day,0,mg/kg,False,[],0,0
31008,0242_02_4,0242_02_4_L,242,2,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31008.svs,1/1,Rat,Repeat,Gavage,6,8 day,0,mg/kg,False,[],0,0
31010,0242_02_5,0242_02_5_L,242,2,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31010.svs,1/1,Rat,Repeat,Gavage,6,8 day,0,mg/kg,False,[],0,0
31012,0242_03_1,0242_03_1_L,242,3,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31012.svs,1/1,Rat,Repeat,Gavage,6,15 day,0,mg/kg,False,[],0,0
31015,0242_03_2,0242_03_2_L,242,3,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31015.svs,1/1,Rat,Repeat,Gavage,6,15 day,0,mg/kg,False,[],0,0
31017,0242_03_3,0242_03_3_L,242,3,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31017.svs,1/1,Rat,Repeat,Gavage,6,15 day,0,mg/kg,False,[],0,0
31019,0242_03_4,0242_03_4_L,242,3,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31019.svs,1/1,Rat,Repeat,Gavage,6,15 day,0,mg/kg,False,[],0,0
31022,0242_03_5,0242_03_5_L,242,3,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31022.svs,1/1,Rat,Repeat,Gavage,6,15 day,0,mg/kg,False,[],0,0
31024,0242_04_1,0242_04_1_L,242,4,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31024.svs,1/1,Rat,Repeat,Gavage,6,29 day,0,mg/kg,False,[],0,0
31026,0242_04_2,0242_04_2_L,242,4,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31026.svs,1/1,Rat,Repeat,Gavage,6,29 day,0,mg/kg,False,[],0,0
31028,0242_04_3,0242_04_3_L,242,4,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31028.svs,1/1,Rat,Repeat,Gavage,6,29 day,0,mg/kg,False,[],0,0
31030,0242_04_4,0242_04_4_L,242,4,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31030.svs,1/1,Rat,Repeat,Gavage,6,29 day,0,mg/kg,False,[],0,0
31032,0242_04_5,0242_04_5_L,242,4,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31032.svs,1/1,Rat,Repeat,Gavage,6,29 day,0,mg/kg,False,[],0,0
31034,0242_05_1,0242_05_1_L,242,5,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31034.svs,1/1,Rat,Repeat,Gavage,6,4 day,30,mg/kg,False,[],0,0
31035,0242_05_2,0242_05_2_L,242,5,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31035.svs,1/1,Rat,Repeat,Gavage,6,4 day,30,mg/kg,False,[],0,0
31037,0242_05_3,0242_05_3_L,242,5,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31037.svs,1/1,Rat,Repeat,Gavage,6,4 day,30,mg/kg,False,[],0,0
31039,0242_05_4,0242_05_4_L,242,5,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31039.svs,1/1,Rat,Repeat,Gavage,6,4 day,30,mg/kg,False,[],0,0
31041,0242_05_5,0242_05_5_L,242,5,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31041.svs,1/1,Rat,Repeat,Gavage,6,4 day,30,mg/kg,False,[],0,0
31043,0242_06_1,0242_06_1_L,242,6,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31043.svs,1/1,Rat,Repeat,Gavage,6,8 day,30,mg/kg,False,[],0,0
31045,0242_06_2,0242_06_2_L,242,6,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31045.svs,1/1,Rat,Repeat,Gavage,6,8 day,30,mg/kg,False,[],0,0
31047,0242_06_3,0242_06_3_L,242,6,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31047.svs,1/1,Rat,Repeat,Gavage,6,8 day,30,mg/kg,False,[],0,0
31049,0242_06_4,0242_06_4_L,242,6,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31049.svs,1/1,Rat,Repeat,Gavage,6,8 day,30,mg/kg,False,[],0,0
31051,0242_06_5,0242_06_5_L,242,6,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31051.svs,1/1,Rat,Repeat,Gavage,6,8 day,30,mg/kg,False,[],0,0
31052,0242_07_1,0242_07_1_L,242,7,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31052.svs,1/1,Rat,Repeat,Gavage,6,15 day,30,mg/kg,False,[],0,0
31054,0242_07_2,0242_07_2_L,242,7,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31054.svs,1/1,Rat,Repeat,Gavage,6,15 day,30,mg/kg,False,[],0,0
31058,0242_07_3,0242_07_3_L,242,7,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31058.svs,1/1,Rat,Repeat,Gavage,6,15 day,30,mg/kg,False,[],0,0
31056,0242_07_4,0242_07_4_L,242,7,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31056.svs,1/1,Rat,Repeat,Gavage,6,15 day,30,mg/kg,False,[],0,0
31060,0242_07_5,0242_07_5_L,242,7,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31060.svs,1/1,Rat,Repeat,Gavage,6,15 day,30,mg/kg,False,[],0,0
31061,0242_08_1,0242_08_1_L,242,8,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31061.svs,1/1,Rat,Repeat,Gavage,6,29 day,30,mg/kg,False,[],0,0
31063,0242_08_2,0242_08_2_L,242,8,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31063.svs,1/1,Rat,Repeat,Gavage,6,29 day,30,mg/kg,False,[],0,0
71018,0242_08_3,0242_08_3_L,242,8,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/71018.svs,1/1,Rat,Repeat,Gavage,6,29 day,30,mg/kg,False,[],0,0
31066,0242_08_4,0242_08_4_L,242,8,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31066.svs,1/1,Rat,Repeat,Gavage,6,29 day,30,mg/kg,False,[],0,0
31068,0242_08_5,0242_08_5_L,242,8,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31068.svs,1/1,Rat,Repeat,Gavage,6,29 day,30,mg/kg,False,[],0,0
31070,0242_09_1,0242_09_1_L,242,9,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31070.svs,1/1,Rat,Repeat,Gavage,6,4 day,100,mg/kg,False,[],0,0
31072,0242_09_2,0242_09_2_L,242,9,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31072.svs,1/1,Rat,Repeat,Gavage,6,4 day,100,mg/kg,False,[],0,0
31073,0242_09_3,0242_09_3_L,242,9,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31073.svs,1/1,Rat,Repeat,Gavage,6,4 day,100,mg/kg,False,[],0,0
31075,0242_09_4,0242_09_4_L,242,9,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31075.svs,1/1,Rat,Repeat,Gavage,6,4 day,100,mg/kg,False,[],0,0
31077,0242_09_5,0242_09_5_L,242,9,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31077.svs,1/1,Rat,Repeat,Gavage,6,4 day,100,mg/kg,False,[],0,0
31079,0242_10_1,0242_10_1_L,242,10,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31079.svs,1/1,Rat,Repeat,Gavage,6,8 day,100,mg/kg,False,[],0,0
31080,0242_10_2,0242_10_2_L,242,10,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31080.svs,1/1,Rat,Repeat,Gavage,6,8 day,100,mg/kg,False,[],0,0
31082,0242_10_3,0242_10_3_L,242,10,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31082.svs,1/1,Rat,Repeat,Gavage,6,8 day,100,mg/kg,False,[],0,0
31083,0242_10_4,0242_10_4_L,242,10,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31083.svs,1/1,Rat,Repeat,Gavage,6,8 day,100,mg/kg,False,[],0,0
31085,0242_10_5,0242_10_5_L,242,10,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31085.svs,1/1,Rat,Repeat,Gavage,6,8 day,100,mg/kg,False,[],0,0
31087,0242_11_1,0242_11_1_L,242,11,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31087.svs,1/1,Rat,Repeat,Gavage,6,15 day,100,mg/kg,False,[],0,0
31089,0242_11_2,0242_11_2_L,242,11,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31089.svs,1/1,Rat,Repeat,Gavage,6,15 day,100,mg/kg,False,[],0,0
31091,0242_11_3,0242_11_3_L,242,11,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31091.svs,1/1,Rat,Repeat,Gavage,6,15 day,100,mg/kg,False,[],0,0
31092,0242_11_4,0242_11_4_L,242,11,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31092.svs,1/1,Rat,Repeat,Gavage,6,15 day,100,mg/kg,False,[],0,0
31094,0242_11_5,0242_11_5_L,242,11,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31094.svs,1/1,Rat,Repeat,Gavage,6,15 day,100,mg/kg,False,[],0,0
31096,0242_12_1,0242_12_1_L,242,12,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31096.svs,1/1,Rat,Repeat,Gavage,6,29 day,100,mg/kg,False,[],0,0
31098,0242_12_2,0242_12_2_L,242,12,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31098.svs,1/1,Rat,Repeat,Gavage,6,29 day,100,mg/kg,False,[],0,0
37624,0242_12_3,0242_12_3_L,242,12,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/37624.svs,1/1,Rat,Repeat,Gavage,6,29 day,100,mg/kg,False,[],0,0
31100,0242_12_4,0242_12_4_L,242,12,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31100.svs,1/1,Rat,Repeat,Gavage,6,29 day,100,mg/kg,False,[],0,0
31101,0242_12_5,0242_12_5_L,242,12,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31101.svs,1/1,Rat,Repeat,Gavage,6,29 day,100,mg/kg,False,[],0,0
31103,0242_13_1,0242_13_1_L,242,13,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31103.svs,1/1,Rat,Repeat,Gavage,6,4 day,300,mg/kg,False,[],0,0
31105,0242_13_2,0242_13_2_L,242,13,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31105.svs,1/1,Rat,Repeat,Gavage,6,4 day,300,mg/kg,False,[],0,0
31106,0242_13_3,0242_13_3_L,242,13,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31106.svs,1/1,Rat,Repeat,Gavage,6,4 day,300,mg/kg,False,[],0,0
31108,0242_13_4,0242_13_4_L,242,13,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31108.svs,1/1,Rat,Repeat,Gavage,6,4 day,300,mg/kg,False,[],0,0
31109,0242_13_5,0242_13_5_L,242,13,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31109.svs,1/1,Rat,Repeat,Gavage,6,4 day,300,mg/kg,False,[],0,0
31111,0242_14_1,0242_14_1_L,242,14,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31111.svs,1/1,Rat,Repeat,Gavage,6,8 day,300,mg/kg,False,[],0,0
31113,0242_14_2,0242_14_2_L,242,14,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31113.svs,1/1,Rat,Repeat,Gavage,6,8 day,300,mg/kg,False,[],0,0
31114,0242_14_3,0242_14_3_L,242,14,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31114.svs,1/1,Rat,Repeat,Gavage,6,8 day,300,mg/kg,False,[],0,0
31116,0242_14_4,0242_14_4_L,242,14,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31116.svs,1/1,Rat,Repeat,Gavage,6,8 day,300,mg/kg,False,[],0,0
31117,0242_14_5,0242_14_5_L,242,14,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31117.svs,1/1,Rat,Repeat,Gavage,6,8 day,300,mg/kg,False,[],0,0
31119,0242_15_1,0242_15_1_L,242,15,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31119.svs,1/1,Rat,Repeat,Gavage,6,15 day,300,mg/kg,False,"[['Hypertrophy', 'Hepatocyte', 'slight', False]]",1,1
31121,0242_15_2,0242_15_2_L,242,15,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31121.svs,1/1,Rat,Repeat,Gavage,6,15 day,300,mg/kg,False,"[['Hypertrophy', 'Hepatocyte', 'slight', False]]",1,1
31123,0242_15_3,0242_15_3_L,242,15,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31123.svs,1/1,Rat,Repeat,Gavage,6,15 day,300,mg/kg,False,[],0,0
31124,0242_15_4,0242_15_4_L,242,15,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31124.svs,1/1,Rat,Repeat,Gavage,6,15 day,300,mg/kg,False,"[['Hypertrophy', 'Hepatocyte', 'minimal', False]]",1,1
31126,0242_15_5,0242_15_5_L,242,15,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31126.svs,1/1,Rat,Repeat,Gavage,6,15 day,300,mg/kg,False,"[['Hypertrophy', 'Hepatocyte', 'minimal', False]]",1,1
71304,0242_16_1,0242_16_1_L,242,16,1,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/71304.svs,1/1,Rat,Repeat,Gavage,6,29 day,300,mg/kg,False,"[['Hypertrophy', 'Hepatocyte', 'slight', False]]",1,1
31130,0242_16_2,0242_16_2_L,242,16,2,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31130.svs,1/1,Rat,Repeat,Gavage,6,29 day,300,mg/kg,False,"[['Hypertrophy', 'Hepatocyte', 'minimal', False]]",1,1
31133,0242_16_3,0242_16_3_L,242,16,3,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31133.svs,1/1,Rat,Repeat,Gavage,6,29 day,300,mg/kg,False,"[['Hypertrophy', 'Hepatocyte', 'slight', False]]",1,1
31135,0242_16_4,0242_16_4_L,242,16,4,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31135.svs,1/1,Rat,Repeat,Gavage,6,29 day,300,mg/kg,False,"[['Hypertrophy', 'Hepatocyte', 'slight', False]]",1,1
31136,0242_16_5,0242_16_5_L,242,16,5,methyltestosterone,methyltestosterone,methyltestosterone,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/methyltestosterone/Liver/31136.svs,1/1,Rat,Repeat,Gavage,6,29 day,300,mg/kg,False,"[['Hypertrophy', 'Hepatocyte', 'minimal', False]]",1,1
14111,0281_01_1,0281_01_1_L,281,1,1,vitamin A,vitamin_A,vitamin_A,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/vitamin_A/Liver/14111.svs,1/1,Rat,Single,Gavage,6,3 hr,0,mg/kg,False,[],0,0
14114,0281_01_2,0281_01_2_L,281,1,2,vitamin A,vitamin_A,vitamin_A,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/vitamin_A/Liver/14114.svs,1/1,Rat,Single,Gavage,6,3 hr,0,mg/kg,False,[],0,0
14117,0281_01_3,0281_01_3_L,281,1,3,vitamin A,vitamin_A,vitamin_A,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/vitamin_A/Liver/14117.svs,1/1,Rat,Single,Gavage,6,3 hr,0,mg/kg,False,[],0,0
14120,0281_01_4,0281_01_4_L,281,1,4,vitamin A,vitamin_A,vitamin_A,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/vitamin_A/Liver/14120.svs,1/1,Rat,Single,Gavage,6,3 hr,0,mg/kg,False,[],0,0
14123,0281_01_5,0281_01_5_L,281,1,5,vitamin A,vitamin_A,vitamin_A,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/vitamin_A/Liver/14123.svs,1/1,Rat,Single,Gavage,6,3 hr,0,mg/kg,False,[],0,0
14126,0281_02_1,0281_02_1_L,281,2,1,vitamin A,vitamin_A,vitamin_A,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/vitamin_A/Liver/14126.svs,1/1,Rat,Single,Gavage,6,6 hr,0,mg/kg,False,[],0,0
14129,0281_02_2,0281_02_2_L,281,2,2,vitamin A,vitamin_A,vitamin_A,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/vitamin_A/Liver/14129.svs,1/1,Rat,Single,Gavage,6,6 hr,0,mg/kg,False,[],0,0
14132,0281_02_3,0281_02_3_L,281,2,3,vitamin A,vitamin_A,vitamin_A,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/vitamin_A/Liver/14132.svs,1/1,Rat,Single,Gavage,6,6 hr,0,mg/kg,False,[],0,0
14135,0281_02_4,0281_02_4_L,281,2,4,vitamin A,vitamin_A,vitamin_A,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/vitamin_A/Liver/14135.svs,1/1,Rat,Single,Gavage,6,6 hr,0,mg/kg,False,[],0,0
14138,0281_02_5,0281_02_5_L,281,2,5,vitamin A,vitamin_A,vitamin_A,Liver,/data/RBS_PA_CPGARCHIVE/archives/toxicology/open-tg-gates/images/vitamin_A/Liver/14138.svs,1/1,Rat,Single,Gavage,6,6 hr,0,mg/kg,False,[],0,0
